"propId","geoId","txgioGeomBytes","bcadPolyForPropId","bcadNonPolyForPropId","bcadPolySameGeoId","successorsCoveringFootprint","successorPropIds","classification"
"93239","R93239","780","0","0","0","0","","GONE_FROM_BCAD"
"93289","R93289","924","0","0","0","0","","GONE_FROM_BCAD"
"94619","R94619","828","0","0","0","0","","GONE_FROM_BCAD"
"94626","R94626","300","0","0","0","0","","GONE_FROM_BCAD"
"94695","R94695","348","0","0","0","0","","GONE_FROM_BCAD"
"94699","R94699","348","0","0","0","0","","GONE_FROM_BCAD"
"95181","R95181","396","0","0","0","0","","GONE_FROM_BCAD"
"95190","R95190","348","0","0","0","0","","GONE_FROM_BCAD"
"95358","R95358","348","0","0","0","0","","GONE_FROM_BCAD"
"95359","R95359","300","0","0","0","0","","GONE_FROM_BCAD"
"95360","R95360","300","0","0","0","0","","GONE_FROM_BCAD"
"96835","R96835","732","0","0","0","0","","GONE_FROM_BCAD"
"9729406","","348","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"9729408","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"9729583","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"97760","","732","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"98887","","972","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"98936","","300","0","0","0","0","","TXGIO_ROW_WITHOUT_GEO_ID"
"99604","R99604","540","0","0","0","0","","GONE_FROM_BCAD"
"99614","R99614","780","0","0","0","0","","GONE_FROM_BCAD"
"99615","R99615","830","0","0","0","0","","GONE_FROM_BCAD"
