141502,,540,stratmap25-landparcels_48021_bastrop_202503
141502,,540,stratmap25-landparcels_48021_bastrop_202503
141502,,540,stratmap25-landparcels_48021_bastrop_202503
141503,,300,stratmap25-landparcels_48021_bastrop_202503
141503,,300,stratmap25-landparcels_48021_bastrop_202503
141503,,300,stratmap25-landparcels_48021_bastrop_202503
141510,,492,stratmap25-landparcels_48021_bastrop_202503
141510,,492,stratmap25-landparcels_48021_bastrop_202503
141510,,492,stratmap25-landparcels_48021_bastrop_202503
141510,,492,stratmap25-landparcels_48021_bastrop_202503
141511,,348,stratmap25-landparcels_48021_bastrop_202503
141511,,348,stratmap25-landparcels_48021_bastrop_202503
141511,,348,stratmap25-landparcels_48021_bastrop_202503
141511,,348,stratmap25-landparcels_48021_bastrop_202503
141517,,588,stratmap25-landparcels_48021_bastrop_202503
141517,,588,stratmap25-landparcels_48021_bastrop_202503
141517,,588,stratmap25-landparcels_48021_bastrop_202503
141517,,588,stratmap25-landparcels_48021_bastrop_202503
141519,R10005,348,stratmap25-landparcels_48021_bastrop_202503
141519,R10005,348,stratmap25-landparcels_48021_bastrop_202503
14209,R14209,348,stratmap25-landparcels_48021_bastrop_202503
14289,R14289,300,stratmap25-landparcels_48021_bastrop_202503
14367,R14367,300,stratmap25-landparcels_48021_bastrop_202503
14803,R14803,540,stratmap25-landparcels_48021_bastrop_202503
14874,R14874,492,stratmap25-landparcels_48021_bastrop_202503
15222,R15222,300,stratmap25-landparcels_48021_bastrop_202503
15378,R15378,2581,stratmap25-landparcels_48021_bastrop_202503
15903,R15903,396,stratmap25-landparcels_48021_bastrop_202503
15903,R15903,396,stratmap25-landparcels_48021_bastrop_202503
16356,,396,stratmap25-landparcels_48021_bastrop_202503
16451,R16451,348,stratmap25-landparcels_48021_bastrop_202503
16454,R16454,348,stratmap25-landparcels_48021_bastrop_202503
16536,R16536,568,stratmap25-landparcels_48021_bastrop_202503
16601,R16601,348,stratmap25-landparcels_48021_bastrop_202503
16638,R16638,300,stratmap25-landparcels_48021_bastrop_202503
16696,,300,stratmap25-landparcels_48021_bastrop_202503
17125,R17125,348,stratmap25-landparcels_48021_bastrop_202503
17139,R17139,732,stratmap25-landparcels_48021_bastrop_202503
17139,R17139,732,stratmap25-landparcels_48021_bastrop_202503
17319,R17319,540,stratmap25-landparcels_48021_bastrop_202503
